H1,H2,PFR1,PFR2
600,3450,1250,1250
450,3475,1250,1500
1200,3475,1000,1000
1250,3490,1000,1000
900,3505,1000,1250
1150,3505,1000,1000
250,3555,1750,1000
850,3560,1250,1000
250,3565,1000,1750
250,3565,1250,1500
250,3565,1500,1250
600,3580,1000,1500
850,3580,1000,1250
1100,3605,1000,1000
300,3610,1750,1000
300,3615,1500,1250
600,3615,1500,1000
200,3620,1500,1250
300,3620,1250,1500
500,3620,1500,1000
200,3625,1250,1500
200,3625,1750,1000
300,3625,1000,1750
800,3625,1000,1250
200,3655,1000,1750
350,3660,1750,1000
350,3665,1500,1250
800,3665,1250,1000
350,3670,1000,1750
350,3670,1250,1500
150,3685,1250,1250
150,3685,1500,1000
550,3685,1250,1250
150,3690,1000,1500
550,3705,1000,1500
100,3710,1000,1250
550,3715,1500,1000
500,3725,1000,1500
750,3725,1000,1250
100,3735,1250,1000
450,3745,1000,1500
450,3755,1250,1250
450,3760,1500,1000
500,3770,1250,1250
750,3770,1250,1000
700,3795,1250,1000
1050,3795,1000,1000
700,3825,1000,1250
300,3855,1500,1000
300,3860,1250,1250
650,3860,1250,1000
300,3865,1000,1500
200,3890,1500,1000
200,3895,1250,1250
200,3900,1000,1500
350,3910,1250,1250
350,3910,1500,1000
400,3910,1500,1000
350,3915,1000,1500
400,3915,1000,1500
400,3915,1250,1250
1000,3935,1000,1000
250,3970,1000,1500
650,3970,1000,1250
150,3980,1250,1000
250,3980,1500,1000
150,3985,1000,1250
250,3985,1250,1250
950,3985,1000,1000
850,4010,1000,1000
600,4050,1250,1000
900,4050,1000,1000
600,4075,1000,1250
100,4090,1000,1000
500,4095,1000,1250
550,4105,1000,1250
550,4115,1250,1000
500,4120,1250,1000
200,4145,1000,1250
200,4150,1250,1000
800,4155,1000,1000
750,4225,1000,1000
450,4240,1250,1000
450,4245,1000,1250
350,4260,1250,1000
250,4265,1000,1250
350,4270,1000,1250
250,4295,1250,1000
300,4295,1000,1250
400,4315,1250,1000
400,4320,1000,1250
300,4325,1250,1000
150,4375,1000,1000
700,4395,1000,1000
650,4470,1000,1000
600,4510,1000,1000
200,4515,1000,1000
550,4520,1000,1000
250,4670,1000,1000
500,4700,1000,1000
300,4735,1000,1000
350,4760,1000,1000
450,4765,1000,1000
400,4775,1000,1000
